"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
768,1,2015-06-08,11385,1296,1,0,"0","0"
769,1,2015-06-08,12127,3644,1,0,"0","0"
770,1,2015-06-08,4798,546,1,0,"0","0"
771,1,2015-06-08,7680,776,1,0,"0","0"
772,1,2015-06-08,3563,506,1,0,"0","0"
773,1,2015-06-08,4846,726,1,0,"0","0"
774,1,2015-06-08,6062,772,1,0,"0","0"
775,1,2015-06-08,8209,609,1,0,"0","0"
776,1,2015-06-08,4634,544,1,0,"0","0"
777,1,2015-06-08,4225,359,1,0,"0","0"
778,1,2015-06-08,5230,749,1,0,"0","0"
779,1,2015-06-08,6673,678,1,0,"0","0"
780,1,2015-06-08,5363,723,1,0,"0","0"
781,1,2015-06-08,4916,700,1,0,"0","0"
782,1,2015-06-08,5080,494,1,0,"0","0"
783,1,2015-06-08,6615,638,1,0,"0","0"
784,1,2015-06-08,6059,711,1,0,"0","0"
785,1,2015-06-08,6978,592,1,0,"0","0"
786,1,2015-06-08,3485,614,1,0,"0","0"
787,1,2015-06-08,10444,1193,1,0,"0","0"
788,1,2015-06-08,18570,1806,1,0,"0","0"
789,1,2015-06-08,4225,546,1,0,"0","0"
790,1,2015-06-08,6623,657,1,0,"0","0"
791,1,2015-06-08,8718,926,1,0,"0","0"
792,1,2015-06-08,5926,625,1,0,"0","0"
793,1,2015-06-08,4248,442,1,0,"0","0"
794,1,2015-06-08,3560,573,1,0,"0","0"
795,1,2015-06-08,4304,437,1,0,"0","0"
796,1,2015-06-08,7168,694,1,0,"0","0"
797,1,2015-06-08,4368,464,1,0,"0","0"
798,1,2015-06-08,7074,934,1,0,"0","0"
799,1,2015-06-08,9755,888,1,0,"0","0"
800,1,2015-06-08,4639,448,1,0,"0","0"
801,1,2015-06-08,4986,520,1,0,"0","0"
802,1,2015-06-08,6231,502,1,0,"0","0"
803,1,2015-06-08,5371,444,1,0,"0","0"
804,1,2015-06-08,4585,425,1,0,"0","0"
805,1,2015-06-08,5484,510,1,0,"0","0"
806,1,2015-06-08,6016,442,1,0,"0","0"
807,1,2015-06-08,9644,983,1,0,"0","0"
808,1,2015-06-08,7303,616,1,0,"0","0"
809,1,2015-06-08,8722,806,1,0,"0","0"
810,1,2015-06-08,5504,462,1,0,"0","0"
811,1,2015-06-08,3764,659,1,0,"0","0"
812,1,2015-06-08,6203,801,1,0,"0","0"
813,1,2015-06-08,6387,695,1,0,"0","0"
814,1,2015-06-08,8352,675,1,0,"0","0"
815,1,2015-06-08,5477,580,1,0,"0","0"
816,1,2015-06-08,4974,732,1,0,"0","0"
817,1,2015-06-08,22076,3268,1,0,"0","0"
818,1,2015-06-08,6462,740,1,0,"0","0"
819,1,2015-06-08,5465,548,1,0,"0","0"
820,1,2015-06-08,10149,941,1,0,"0","0"
821,1,2015-06-08,6789,868,1,0,"0","0"
822,1,2015-06-08,6757,542,1,0,"0","0"
823,1,2015-06-08,5948,600,1,0,"0","0"
824,1,2015-06-08,7257,960,1,0,"0","0"
825,1,2015-06-08,4002,512,1,0,"0","0"
826,1,2015-06-08,10207,889,1,0,"0","0"
827,1,2015-06-08,16226,1888,1,0,"0","0"
828,1,2015-06-08,5199,603,1,0,"0","0"
829,1,2015-06-08,5189,713,1,0,"0","0"
830,1,2015-06-08,5683,497,1,0,"0","0"
831,1,2015-06-08,11876,1585,1,0,"0","0"
832,1,2015-06-08,5727,485,1,0,"0","0"
833,1,2015-06-08,5097,469,1,0,"0","0"
834,1,2015-06-08,6477,705,1,0,"0","0"
835,1,2015-06-08,5635,700,1,0,"0","0"
836,1,2015-06-08,6628,764,1,0,"0","0"
837,1,2015-06-08,4161,579,1,0,"0","0"
838,1,2015-06-08,8514,912,1,0,"0","0"
839,1,2015-06-08,3811,526,1,0,"0","0"
840,1,2015-06-08,7434,1097,1,0,"0","0"
841,1,2015-06-08,2332,356,1,0,"0","0"
842,1,2015-06-08,20847,1210,1,0,"0","0"
843,1,2015-06-08,8161,946,1,0,"0","0"
844,1,2015-06-08,4114,472,1,0,"0","0"
845,1,2015-06-08,4499,340,1,0,"0","0"
846,1,2015-06-08,8293,809,1,0,"0","0"
847,1,2015-06-08,5890,869,1,0,"0","0"
848,1,2015-06-08,6013,688,1,0,"0","0"
849,1,2015-06-08,6215,744,1,0,"0","0"
850,1,2015-06-08,4942,570,1,0,"0","0"
851,1,2015-06-08,5487,484,1,0,"0","0"
852,1,2015-06-08,4033,595,1,0,"0","0"
853,1,2015-06-08,8264,904,1,0,"0","0"
854,1,2015-06-08,5621,567,1,0,"0","0"
855,1,2015-06-08,5881,668,1,0,"0","0"
856,1,2015-06-08,6638,946,1,0,"0","0"
857,1,2015-06-08,7099,890,1,0,"0","0"
858,1,2015-06-08,5490,425,1,0,"0","0"
859,1,2015-06-08,8491,783,1,0,"0","0"
860,1,2015-06-08,5375,707,1,0,"0","0"
861,1,2015-06-08,3966,544,1,0,"0","0"
862,1,2015-06-08,7808,1096,1,0,"0","0"
863,1,2015-06-08,7753,967,1,0,"0","0"
864,1,2015-06-08,4210,642,1,0,"0","0"
865,1,2015-06-08,6892,644,1,0,"0","0"
866,1,2015-06-08,6923,506,1,0,"0","0"
867,1,2015-06-08,4423,403,1,0,"0","0"
868,1,2015-06-08,8986,673,1,0,"0","0"
869,1,2015-06-08,5575,874,1,0,"0","0"
870,1,2015-06-08,7396,946,1,0,"0","0"
871,1,2015-06-08,5942,500,1,0,"0","0"
872,1,2015-06-08,7959,835,1,0,"0","0"
873,1,2015-06-08,3772,489,1,0,"0","0"
874,1,2015-06-08,4166,510,1,0,"0","0"
875,1,2015-06-08,4608,455,1,0,"0","0"
876,1,2015-06-08,7843,971,1,0,"0","0"
877,1,2015-06-08,6070,865,1,0,"0","0"
878,1,2015-06-08,8180,759,1,0,"0","0"
879,1,2015-06-08,3961,356,1,0,"0","0"
880,1,2015-06-08,7255,802,1,0,"0","0"
881,1,2015-06-08,3495,605,1,0,"0","0"
882,1,2015-06-08,6228,798,1,0,"0","0"
883,1,2015-06-08,5953,604,1,0,"0","0"
884,1,2015-06-08,6702,624,1,0,"0","0"
885,1,2015-06-08,5965,796,1,0,"0","0"
886,1,2015-06-08,7344,705,1,0,"0","0"
887,1,2015-06-08,6061,532,1,0,"0","0"
888,1,2015-06-08,7604,759,1,0,"0","0"
889,1,2015-06-08,3482,408,1,0,"0","0"
890,1,2015-06-08,5974,441,1,0,"0","0"
891,1,2015-06-08,6547,960,1,0,"0","0"
892,1,2015-06-08,7001,771,1,0,"0","0"
893,1,2015-06-08,6319,775,1,0,"0","0"
894,1,2015-06-08,7226,930,1,0,"0","0"
895,1,2015-06-08,9194,892,1,0,"0","0"
896,1,2015-06-08,6257,985,1,0,"0","0"
897,1,2015-06-08,2914,306,1,0,"0","0"
898,1,2015-06-08,5986,743,1,0,"0","0"
899,1,2015-06-08,4846,577,1,0,"0","0"
900,1,2015-06-08,6411,560,1,0,"0","0"
901,1,2015-06-08,6570,594,1,0,"0","0"
902,1,2015-06-08,3672,516,1,0,"0","0"
903,1,2015-06-08,13205,832,1,0,"0","0"
904,1,2015-06-08,4461,413,1,0,"0","0"
905,1,2015-06-08,6801,1084,1,0,"0","0"
906,1,2015-06-08,10517,1287,1,0,"0","0"
907,1,2015-06-08,6081,780,1,0,"0","0"
908,1,2015-06-08,3997,378,1,0,"0","0"
909,1,2015-06-08,9352,978,1,0,"0","0"
910,1,2015-06-08,5114,532,1,0,"0","0"
911,1,2015-06-08,9640,949,1,0,"0","0"
912,1,2015-06-08,4858,646,1,0,"0","0"
913,1,2015-06-08,7553,1019,1,0,"0","0"
914,1,2015-06-08,7698,1020,1,0,"0","0"
915,1,2015-06-08,5502,455,1,0,"0","0"
916,1,2015-06-08,5356,732,1,0,"0","0"
917,1,2015-06-08,6068,731,1,0,"0","0"
918,1,2015-06-08,5374,576,1,0,"0","0"
919,1,2015-06-08,5295,707,1,0,"0","0"
920,1,2015-06-08,5383,553,1,0,"0","0"
921,1,2015-06-08,9379,1116,1,0,"0","0"
922,1,2015-06-08,7066,661,1,0,"0","0"
923,1,2015-06-08,5160,648,1,0,"0","0"
924,1,2015-06-08,5047,474,1,0,"0","0"
925,1,2015-06-08,5897,979,1,0,"0","0"
926,1,2015-06-08,6703,517,1,0,"0","0"
927,1,2015-06-08,6469,904,1,0,"0","0"
928,1,2015-06-08,6156,573,1,0,"0","0"
929,1,2015-06-08,6069,755,1,0,"0","0"
930,1,2015-06-08,5750,1016,1,0,"0","0"
931,1,2015-06-08,3986,523,1,0,"0","0"
932,1,2015-06-08,6585,662,1,0,"0","0"
933,1,2015-06-08,6958,858,1,0,"0","0"
934,1,2015-06-08,6705,671,1,0,"0","0"
935,1,2015-06-08,5651,611,1,0,"0","0"
936,1,2015-06-08,7297,882,1,0,"0","0"
937,1,2015-06-08,6887,592,1,0,"0","0"
938,1,2015-06-08,9096,968,1,0,"0","0"
939,1,2015-06-08,5197,507,1,0,"0","0"
940,1,2015-06-08,7092,757,1,0,"0","0"
941,1,2015-06-08,4665,548,1,0,"0","0"
942,1,2015-06-08,5037,417,1,0,"0","0"
943,1,2015-06-08,6800,605,1,0,"0","0"
944,1,2015-06-08,5704,1011,1,0,"0","0"
945,1,2015-06-08,4036,538,1,0,"0","0"
946,1,2015-06-08,3957,538,1,0,"0","0"
947,1,2015-06-08,5715,819,1,0,"0","0"
948,1,2015-06-08,7770,1991,1,0,"0","0"
949,1,2015-06-08,4791,457,1,0,"0","0"
950,1,2015-06-08,4963,504,1,0,"0","0"
951,1,2015-06-08,8027,748,1,0,"0","0"
952,1,2015-06-08,5827,499,1,0,"0","0"
953,1,2015-06-08,4489,484,1,0,"0","0"
954,1,2015-06-08,6116,812,1,0,"0","0"
955,1,2015-06-08,4343,476,1,0,"0","0"
956,1,2015-06-08,3466,498,1,0,"0","0"
957,1,2015-06-08,7902,895,1,0,"0","0"
958,1,2015-06-08,3912,553,1,0,"0","0"
959,1,2015-06-08,7340,803,1,0,"0","0"
960,1,2015-06-08,5548,504,1,0,"0","0"
961,1,2015-06-08,6101,653,1,0,"0","0"
962,1,2015-06-08,6420,890,1,0,"0","0"
963,1,2015-06-08,9854,960,1,0,"0","0"
964,1,2015-06-08,8377,1154,1,0,"0","0"
965,1,2015-06-08,6915,785,1,0,"0","0"
966,1,2015-06-08,4849,602,1,0,"0","0"
967,1,2015-06-08,8654,923,1,0,"0","0"
968,1,2015-06-08,8039,1019,1,0,"0","0"
969,1,2015-06-08,3698,627,1,0,"0","0"
970,1,2015-06-08,3847,475,1,0,"0","0"
971,1,2015-06-08,7269,909,1,0,"0","0"
972,1,2015-06-08,2927,338,1,0,"0","0"
973,1,2015-06-08,6359,888,1,0,"0","0"
974,1,2015-06-08,12197,1611,1,0,"0","0"
975,1,2015-06-08,7666,772,1,0,"0","0"
976,1,2015-06-08,6738,715,1,0,"0","0"
977,1,2015-06-08,3828,473,1,0,"0","0"
978,1,2015-06-08,7688,1054,1,0,"0","0"
979,1,2015-06-08,5508,606,1,0,"0","0"
980,1,2015-06-08,5259,409,1,0,"0","0"
981,1,2015-06-08,6301,669,1,0,"0","0"
982,1,2015-06-08,8076,717,1,0,"0","0"
983,1,2015-06-08,7911,1041,1,0,"0","0"
984,1,2015-06-08,4810,620,1,0,"0","0"
985,1,2015-06-08,8054,755,1,0,"0","0"
986,1,2015-06-08,4718,616,1,0,"0","0"
987,1,2015-06-08,6574,885,1,0,"0","0"
988,1,2015-06-08,4757,748,1,0,"0","0"
989,1,2015-06-08,5066,625,1,0,"0","0"
990,1,2015-06-08,5489,496,1,0,"0","0"
991,1,2015-06-08,5341,491,1,0,"0","0"
992,1,2015-06-08,6142,730,1,0,"0","0"
993,1,2015-06-08,7251,723,1,0,"0","0"
994,1,2015-06-08,4641,497,1,0,"0","0"
995,1,2015-06-08,10047,851,1,0,"0","0"
996,1,2015-06-08,6773,696,1,0,"0","0"
997,1,2015-06-08,4135,392,1,0,"0","0"
998,1,2015-06-08,4214,528,1,0,"0","0"
999,1,2015-06-08,7755,605,1,0,"0","0"
1000,1,2015-06-08,6256,609,1,0,"0","0"
1001,1,2015-06-08,5479,672,1,0,"0","0"
1002,1,2015-06-08,5504,711,1,0,"0","0"
1003,1,2015-06-08,6295,730,1,0,"0","0"
1004,1,2015-06-08,4949,470,1,0,"0","0"
1005,1,2015-06-08,6372,994,1,0,"0","0"
1006,1,2015-06-08,5677,743,1,0,"0","0"
1007,1,2015-06-08,5461,673,1,0,"0","0"
1008,1,2015-06-08,4964,688,1,0,"0","0"
1009,1,2015-06-08,4695,464,1,0,"0","0"
1010,1,2015-06-08,7363,730,1,0,"0","0"
1011,1,2015-06-08,6748,823,1,0,"0","0"
1012,1,2015-06-08,5484,486,1,0,"0","0"
1013,1,2015-06-08,3801,448,1,0,"0","0"
1014,1,2015-06-08,9808,1152,1,0,"0","0"
1015,1,2015-06-08,5903,492,1,0,"0","0"
1016,1,2015-06-08,5435,480,1,0,"0","0"
1017,1,2015-06-08,6590,938,1,0,"0","0"
1018,1,2015-06-08,9935,1231,1,0,"0","0"
1019,1,2015-06-08,7276,640,1,0,"0","0"
1020,1,2015-06-08,8041,1007,1,0,"0","0"
1021,1,2015-06-08,9097,1102,1,0,"0","0"
1022,1,2015-06-08,6344,759,1,0,"0","0"
1023,1,2015-06-08,5105,537,1,0,"0","0"
1024,1,2015-06-08,4989,678,1,0,"0","0"
1025,1,2015-06-08,7339,893,1,0,"0","0"
1026,1,2015-06-08,8824,1060,1,0,"0","0"
1027,1,2015-06-08,9110,1217,1,0,"0","0"
1028,1,2015-06-08,3894,519,1,0,"0","0"
1029,1,2015-06-08,6350,927,1,0,"0","0"
1030,1,2015-06-08,3112,305,1,0,"0","0"
1031,1,2015-06-08,4359,421,1,0,"0","0"
1032,1,2015-06-08,7439,837,1,0,"0","0"
1033,1,2015-06-08,14857,1443,1,0,"0","0"
1034,1,2015-06-08,5633,712,1,0,"0","0"
1035,1,2015-06-08,5010,603,1,0,"0","0"
1036,1,2015-06-08,4454,409,1,0,"0","0"
1037,1,2015-06-08,5343,710,1,0,"0","0"
1038,1,2015-06-08,5844,506,1,0,"0","0"
1039,1,2015-06-08,7561,908,1,0,"0","0"
1040,1,2015-06-08,8271,834,1,0,"0","0"
1041,1,2015-06-08,4586,572,1,0,"0","0"
1042,1,2015-06-08,4064,557,1,0,"0","0"
1043,1,2015-06-08,6698,925,1,0,"0","0"
1044,1,2015-06-08,5260,825,1,0,"0","0"
1045,1,2015-06-08,8839,1095,1,0,"0","0"
1046,1,2015-06-08,8116,689,1,0,"0","0"
1047,1,2015-06-08,4949,532,1,0,"0","0"
1048,1,2015-06-08,6903,534,1,0,"0","0"
1049,1,2015-06-08,3386,614,1,0,"0","0"
1050,1,2015-06-08,7044,523,1,0,"0","0"
1051,1,2015-06-08,8214,1121,1,0,"0","0"
1052,1,2015-06-08,7863,780,1,0,"0","0"
1053,1,2015-06-08,8019,1011,1,0,"0","0"
1054,1,2015-06-08,5812,630,1,0,"0","0"
1055,1,2015-06-08,6234,918,1,0,"0","0"
1056,1,2015-06-08,3659,331,1,0,"0","0"
1057,1,2015-06-08,5340,556,1,0,"0","0"
1058,1,2015-06-08,7098,706,1,0,"0","0"
1059,1,2015-06-08,7543,1145,1,0,"0","0"
1060,1,2015-06-08,7647,852,1,0,"0","0"
1061,1,2015-06-08,7743,625,1,0,"0","0"
1062,1,2015-06-08,5304,520,1,0,"0","0"
1063,1,2015-06-08,4834,579,1,0,"0","0"
1064,1,2015-06-08,10186,1113,1,0,"0","0"
1065,1,2015-06-08,4562,530,1,0,"0","0"
1066,1,2015-06-08,11574,1147,1,0,"0","0"
1067,1,2015-06-08,5017,448,1,0,"0","0"
1068,1,2015-06-08,4129,279,1,0,"0","0"
1069,1,2015-06-08,5648,734,1,0,"0","0"
1070,1,2015-06-08,5903,704,1,0,"0","0"
1071,1,2015-06-08,5749,765,1,0,"0","0"
1072,1,2015-06-08,7814,701,1,0,"0","0"
1073,1,2015-06-08,10016,1152,1,0,"0","0"
1074,1,2015-06-08,4660,472,1,0,"0","0"
1075,1,2015-06-08,12929,1132,1,0,"0","0"
1076,1,2015-06-08,4107,654,1,0,"0","0"
1077,1,2015-06-08,4708,511,1,0,"0","0"
1078,1,2015-06-08,6842,523,1,0,"0","0"
1079,1,2015-06-08,7710,646,1,0,"0","0"
1080,1,2015-06-08,10223,829,1,0,"0","0"
1081,1,2015-06-08,7000,1161,1,0,"0","0"
1082,1,2015-06-08,6172,911,1,0,"0","0"
1083,1,2015-06-08,4764,372,1,0,"0","0"
1084,1,2015-06-08,6106,826,1,0,"0","0"
1085,1,2015-06-08,6136,696,1,0,"0","0"
1086,1,2015-06-08,4973,663,1,0,"0","0"
1087,1,2015-06-08,5994,594,1,0,"0","0"
1088,1,2015-06-08,5033,525,1,0,"0","0"
1089,1,2015-06-08,9581,965,1,0,"0","0"
1090,1,2015-06-08,6122,742,1,0,"0","0"
1091,1,2015-06-08,6862,659,1,0,"0","0"
1092,1,2015-06-08,11555,1110,1,0,"0","0"
1093,1,2015-06-08,8079,829,1,0,"0","0"
1094,1,2015-06-08,4504,343,1,0,"0","0"
1095,1,2015-06-08,4980,673,1,0,"0","0"
1096,1,2015-06-08,5856,666,1,0,"0","0"
1097,1,2015-06-08,10801,2667,1,0,"0","0"
1098,1,2015-06-08,5510,778,1,0,"0","0"
1099,1,2015-06-08,9016,1123,1,0,"0","0"
1100,1,2015-06-08,3971,569,1,0,"0","0"
1101,1,2015-06-08,8857,964,1,0,"0","0"
1102,1,2015-06-08,6347,698,1,0,"0","0"
1103,1,2015-06-08,4745,398,1,0,"0","0"
1104,1,2015-06-08,4697,387,1,0,"0","0"
1105,1,2015-06-08,4742,545,1,0,"0","0"
1106,1,2015-06-08,4661,585,1,0,"0","0"
1107,1,2015-06-08,4436,499,1,0,"0","0"
1108,1,2015-06-08,5440,554,1,0,"0","0"
1109,1,2015-06-08,4561,464,1,0,"0","0"
1110,1,2015-06-08,4198,546,1,0,"0","0"
1111,1,2015-06-08,4567,426,1,0,"0","0"
1112,1,2015-06-08,7878,722,1,0,"0","0"
1113,1,2015-06-08,5939,667,1,0,"0","0"
1114,1,2015-06-08,20368,3086,1,0,"0","0"
1115,1,2015-06-08,5920,392,1,0,"0","0"
1,7,2015-06-07,0,0,0,0,"0","0"
2,7,2015-06-07,0,0,0,0,"0","0"
3,7,2015-06-07,0,0,0,0,"0","0"
4,7,2015-06-07,0,0,0,0,"0","0"
5,7,2015-06-07,0,0,0,0,"0","0"
6,7,2015-06-07,0,0,0,0,"0","0"
7,7,2015-06-07,0,0,0,0,"0","0"
8,7,2015-06-07,0,0,0,0,"0","0"
9,7,2015-06-07,0,0,0,0,"0","0"
10,7,2015-06-07,0,0,0,0,"0","0"
11,7,2015-06-07,0,0,0,0,"0","0"
12,7,2015-06-07,0,0,0,0,"0","0"
13,7,2015-06-07,0,0,0,0,"0","0"
14,7,2015-06-07,0,0,0,0,"0","0"
15,7,2015-06-07,0,0,0,0,"0","0"
16,7,2015-06-07,0,0,0,0,"0","0"
17,7,2015-06-07,0,0,0,0,"0","0"
18,7,2015-06-07,0,0,0,0,"0","0"
19,7,2015-06-07,0,0,0,0,"0","0"
20,7,2015-06-07,0,0,0,0,"0","0"
21,7,2015-06-07,0,0,0,0,"0","0"
22,7,2015-06-07,0,0,0,0,"0","0"
23,7,2015-06-07,0,0,0,0,"0","0"
24,7,2015-06-07,0,0,0,0,"0","0"
25,7,2015-06-07,0,0,0,0,"0","0"
26,7,2015-06-07,0,0,0,0,"0","0"
27,7,2015-06-07,0,0,0,0,"0","0"
28,7,2015-06-07,0,0,0,0,"0","0"
29,7,2015-06-07,0,0,0,0,"0","0"
30,7,2015-06-07,0,0,0,0,"0","0"
31,7,2015-06-07,0,0,0,0,"0","0"
32,7,2015-06-07,0,0,0,0,"0","0"
33,7,2015-06-07,0,0,0,0,"0","0"
34,7,2015-06-07,0,0,0,0,"0","0"
35,7,2015-06-07,0,0,0,0,"0","0"
36,7,2015-06-07,0,0,0,0,"0","0"
37,7,2015-06-07,0,0,0,0,"0","0"
38,7,2015-06-07,0,0,0,0,"0","0"
39,7,2015-06-07,0,0,0,0,"0","0"
40,7,2015-06-07,0,0,0,0,"0","0"
41,7,2015-06-07,0,0,0,0,"0","0"
42,7,2015-06-07,0,0,0,0,"0","0"
43,7,2015-06-07,0,0,0,0,"0","0"
44,7,2015-06-07,0,0,0,0,"0","0"
45,7,2015-06-07,0,0,0,0,"0","0"
46,7,2015-06-07,0,0,0,0,"0","0"
47,7,2015-06-07,0,0,0,0,"0","0"
48,7,2015-06-07,0,0,0,0,"0","0"
49,7,2015-06-07,0,0,0,0,"0","0"
50,7,2015-06-07,0,0,0,0,"0","0"
51,7,2015-06-07,0,0,0,0,"0","0"
52,7,2015-06-07,0,0,0,0,"0","0"
53,7,2015-06-07,0,0,0,0,"0","0"
54,7,2015-06-07,0,0,0,0,"0","0"
55,7,2015-06-07,0,0,0,0,"0","0"
56,7,2015-06-07,0,0,0,0,"0","0"
57,7,2015-06-07,0,0,0,0,"0","0"
58,7,2015-06-07,0,0,0,0,"0","0"
59,7,2015-06-07,0,0,0,0,"0","0"
60,7,2015-06-07,0,0,0,0,"0","0"
61,7,2015-06-07,0,0,0,0,"0","0"
62,7,2015-06-07,0,0,0,0,"0","0"
63,7,2015-06-07,0,0,0,0,"0","0"
64,7,2015-06-07,0,0,0,0,"0","0"
65,7,2015-06-07,0,0,0,0,"0","0"
66,7,2015-06-07,0,0,0,0,"0","0"
67,7,2015-06-07,0,0,0,0,"0","0"
68,7,2015-06-07,0,0,0,0,"0","0"
69,7,2015-06-07,0,0,0,0,"0","0"
70,7,2015-06-07,0,0,0,0,"0","0"
71,7,2015-06-07,0,0,0,0,"0","0"
72,7,2015-06-07,0,0,0,0,"0","0"
73,7,2015-06-07,0,0,0,0,"0","0"
74,7,2015-06-07,0,0,0,0,"0","0"
75,7,2015-06-07,0,0,0,0,"0","0"
76,7,2015-06-07,0,0,0,0,"0","0"
77,7,2015-06-07,0,0,0,0,"0","0"
78,7,2015-06-07,0,0,0,0,"0","0"
79,7,2015-06-07,0,0,0,0,"0","0"
80,7,2015-06-07,0,0,0,0,"0","0"
81,7,2015-06-07,0,0,0,0,"0","0"
82,7,2015-06-07,0,0,0,0,"0","0"
83,7,2015-06-07,0,0,0,0,"0","0"
84,7,2015-06-07,0,0,0,0,"0","0"
85,7,2015-06-07,12728,1701,1,0,"0","0"
86,7,2015-06-07,0,0,0,0,"0","0"
87,7,2015-06-07,0,0,0,0,"0","0"
88,7,2015-06-07,0,0,0,0,"0","0"
89,7,2015-06-07,0,0,0,0,"0","0"
90,7,2015-06-07,0,0,0,0,"0","0"
91,7,2015-06-07,0,0,0,0,"0","0"
92,7,2015-06-07,0,0,0,0,"0","0"
93,7,2015-06-07,0,0,0,0,"0","0"
94,7,2015-06-07,0,0,0,0,"0","0"
95,7,2015-06-07,0,0,0,0,"0","0"
96,7,2015-06-07,0,0,0,0,"0","0"
97,7,2015-06-07,0,0,0,0,"0","0"
98,7,2015-06-07,0,0,0,0,"0","0"
99,7,2015-06-07,0,0,0,0,"0","0"
100,7,2015-06-07,0,0,0,0,"0","0"
101,7,2015-06-07,0,0,0,0,"0","0"
102,7,2015-06-07,0,0,0,0,"0","0"
103,7,2015-06-07,0,0,0,0,"0","0"
104,7,2015-06-07,0,0,0,0,"0","0"
105,7,2015-06-07,0,0,0,0,"0","0"
106,7,2015-06-07,0,0,0,0,"0","0"
107,7,2015-06-07,0,0,0,0,"0","0"
108,7,2015-06-07,0,0,0,0,"0","0"
109,7,2015-06-07,0,0,0,0,"0","0"
110,7,2015-06-07,0,0,0,0,"0","0"
111,7,2015-06-07,0,0,0,0,"0","0"
112,7,2015-06-07,0,0,0,0,"0","0"
113,7,2015-06-07,0,0,0,0,"0","0"
114,7,2015-06-07,0,0,0,0,"0","0"
115,7,2015-06-07,0,0,0,0,"0","0"
116,7,2015-06-07,0,0,0,0,"0","0"
117,7,2015-06-07,0,0,0,0,"0","0"
118,7,2015-06-07,0,0,0,0,"0","0"
119,7,2015-06-07,0,0,0,0,"0","0"
120,7,2015-06-07,0,0,0,0,"0","0"
121,7,2015-06-07,0,0,0,0,"0","0"
122,7,2015-06-07,2841,370,1,0,"0","0"
123,7,2015-06-07,0,0,0,0,"0","0"
124,7,2015-06-07,0,0,0,0,"0","0"
125,7,2015-06-07,0,0,0,0,"0","0"
126,7,2015-06-07,0,0,0,0,"0","0"
127,7,2015-06-07,0,0,0,0,"0","0"
128,7,2015-06-07,0,0,0,0,"0","0"
129,7,2015-06-07,0,0,0,0,"0","0"
130,7,2015-06-07,0,0,0,0,"0","0"
131,7,2015-06-07,0,0,0,0,"0","0"
132,7,2015-06-07,0,0,0,0,"0","0"
133,7,2015-06-07,0,0,0,0,"0","0"
134,7,2015-06-07,0,0,0,0,"0","0"
135,7,2015-06-07,0,0,0,0,"0","0"
136,7,2015-06-07,0,0,0,0,"0","0"
137,7,2015-06-07,0,0,0,0,"0","0"
138,7,2015-06-07,0,0,0,0,"0","0"
139,7,2015-06-07,0,0,0,0,"0","0"
140,7,2015-06-07,0,0,0,0,"0","0"
141,7,2015-06-07,0,0,0,0,"0","0"
142,7,2015-06-07,0,0,0,0,"0","0"
143,7,2015-06-07,0,0,0,0,"0","0"
144,7,2015-06-07,0,0,0,0,"0","0"
145,7,2015-06-07,0,0,0,0,"0","0"
146,7,2015-06-07,0,0,0,0,"0","0"
147,7,2015-06-07,0,0,0,0,"0","0"
148,7,2015-06-07,0,0,0,0,"0","0"
149,7,2015-06-07,0,0,0,0,"0","0"
150,7,2015-06-07,0,0,0,0,"0","0"
151,7,2015-06-07,0,0,0,0,"0","0"
152,7,2015-06-07,0,0,0,0,"0","0"
153,7,2015-06-07,0,0,0,0,"0","0"
154,7,2015-06-07,0,0,0,0,"0","0"
155,7,2015-06-07,0,0,0,0,"0","0"
156,7,2015-06-07,0,0,0,0,"0","0"
157,7,2015-06-07,0,0,0,0,"0","0"
158,7,2015-06-07,0,0,0,0,"0","0"
159,7,2015-06-07,0,0,0,0,"0","0"
160,7,2015-06-07,0,0,0,0,"0","0"
161,7,2015-06-07,0,0,0,0,"0","0"
162,7,2015-06-07,0,0,0,0,"0","0"
163,7,2015-06-07,0,0,0,0,"0","0"
164,7,2015-06-07,0,0,0,0,"0","0"
165,7,2015-06-07,0,0,0,0,"0","0"
166,7,2015-06-07,0,0,0,0,"0","0"
167,7,2015-06-07,0,0,0,0,"0","0"
168,7,2015-06-07,0,0,0,0,"0","0"
169,7,2015-06-07,0,0,0,0,"0","0"
170,7,2015-06-07,0,0,0,0,"0","0"
171,7,2015-06-07,0,0,0,0,"0","0"
172,7,2015-06-07,0,0,0,0,"0","0"
173,7,2015-06-07,0,0,0,0,"0","0"
174,7,2015-06-07,0,0,0,0,"0","0"
175,7,2015-06-07,0,0,0,0,"0","0"
176,7,2015-06-07,0,0,0,0,"0","0"
177,7,2015-06-07,0,0,0,0,"0","0"
178,7,2015-06-07,0,0,0,0,"0","0"
179,7,2015-06-07,0,0,0,0,"0","0"
180,7,2015-06-07,0,0,0,0,"0","0"
181,7,2015-06-07,0,0,0,0,"0","0"
182,7,2015-06-07,0,0,0,0,"0","0"
183,7,2015-06-07,0,0,0,0,"0","0"
184,7,2015-06-07,0,0,0,0,"0","0"
185,7,2015-06-07,0,0,0,0,"0","0"
186,7,2015-06-07,0,0,0,0,"0","0"
187,7,2015-06-07,0,0,0,0,"0","0"
188,7,2015-06-07,0,0,0,0,"0","0"
189,7,2015-06-07,0,0,0,0,"0","0"
